Player Name1,Venue,avg_batting_points,avg_bowling_points
Sanju Samson,"Narendra Modi Stadium, Ahmedabad",50.0,50.0
Sanju Samson,Punjab Cricket Association IS Bindra Stadium,39.0,39.0
Sanju Samson,"Punjab Cricket Association IS Bindra Stadium, Mohali",42.0,42.0
Sanju Samson,"Punjab Cricket Association Stadium, Mohali",62.5,62.5
Sanju Samson,Rajiv Gandhi International Stadium,127.5,127.5
Sanju Samson,"Rajiv Gandhi International Stadium, Uppal",41.666666666666664,41.666666666666664
Sanju Samson,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",49.5,49.5
Sanju Samson,"Sardar Patel Stadium, Motera",27.571428571428573,27.571428571428573
Sanju Samson,Saurashtra Cricket Association Stadium,29.0,29.0
Sanju Samson,Sawai Mansingh Stadium,42.4,42.4
Sanju Samson,"Sawai Mansingh Stadium, Jaipur",67.1,67.1
Sanju Samson,Shaheed Veer Narayan Singh International Stadium,15.0,15.0
Sanju Samson,Sharjah Cricket Stadium,66.66666666666667,66.66666666666667
Sanju Samson,Sheikh Zayed Stadium,28.875,28.875
Sanju Samson,Wankhede Stadium,64.33333333333333,64.33333333333333
Sanju Samson,"Wankhede Stadium, Mumbai",52.916666666666664,52.916666666666664
Sanju Samson,"Zayed Cricket Stadium, Abu Dhabi",82.0,82.0
Sanvir Singh,"Narendra Modi Stadium, Ahmedabad",6.5,6.5
Sanvir Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",10.0,10.0
Sanvir Singh,"Wankhede Stadium, Mumbai",8.0,8.0
Saurav Chauhan,"M Chinnaswamy Stadium, Bengaluru",0.0,0.0
Saurav Chauhan,"Sawai Mansingh Stadium, Jaipur",15.0,15.0
Saurav Chauhan,"Wankhede Stadium, Mumbai",13.0,13.0
Shahbaz Ahmed,"Arun Jaitley Stadium, Delhi",49.5,49.5
Shahbaz Ahmed,"Brabourne Stadium, Mumbai",21.2,21.2
Shahbaz Ahmed,"Dr DY Patil Sports Academy, Mumbai",22.428571428571427,22.428571428571427
Shahbaz Ahmed,Dubai International Cricket Stadium,20.0,20.0
Shahbaz Ahmed,"Eden Gardens, Kolkata",7.8,7.8
Shahbaz Ahmed,"M Chinnaswamy Stadium, Bengaluru",4.625,4.625
Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",27.7,27.7
Shahbaz Ahmed,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",12.5,12.5
Shahbaz Ahmed,"Maharashtra Cricket Association Stadium, Pune",11.8,11.8
Shahbaz Ahmed,"Narendra Modi Stadium, Ahmedabad",17.142857142857142,17.142857142857142
Shahbaz Ahmed,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",5.0,5.0
Shahbaz Ahmed,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",17.1,17.1
Shahbaz Ahmed,Sharjah Cricket Stadium,20.0,20.0
Shahbaz Ahmed,Sheikh Zayed Stadium,29.0,29.0
Shahbaz Ahmed,"Wankhede Stadium, Mumbai",22.428571428571427,22.428571428571427
Shahbaz Ahmed,"Zayed Cricket Stadium, Abu Dhabi",16.5,16.5
Shahid Afridi,Dr DY Patil Sports Academy,60.0,60.0
Shahid Afridi,Feroz Shah Kotla,27.5,27.5
Shahid Afridi,M Chinnaswamy Stadium,17.0,17.0
Shahid Afridi,"MA Chidambaram Stadium, Chepauk",35.0,35.0
Shahid Afridi,"Rajiv Gandhi International Stadium, Uppal",20.6,20.6
Shahid Afridi,Sawai Mansingh Stadium,5.0,5.0
Shakib Al Hasan,Arun Jaitley Stadium,60.0,60.0
Shakib Al Hasan,Barabati Stadium,27.5,27.5
Shakib Al Hasan,Brabourne Stadium,15.0,15.0
Shakib Al Hasan,Dr DY Patil Sports Academy,69.0,69.0
Shakib Al Hasan,Dubai International Cricket Stadium,23.6,23.6
Shakib Al Hasan,Eden Gardens,35.810810810810814,35.810810810810814
Shakib Al Hasan,Feroz Shah Kotla,68.0,68.0
Shakib Al Hasan,Green Park,3.0,3.0
Shakib Al Hasan,JSCA International Stadium Complex,32.0,32.0
Shakib Al Hasan,M Chinnaswamy Stadium,21.5,21.5
Shakib Al Hasan,M.Chinnaswamy Stadium,5.0,5.0
Shakib Al Hasan,MA Chidambaram Stadium,9.0,9.0
Shakib Al Hasan,"MA Chidambaram Stadium, Chepauk",22.5,22.5
Shakib Al Hasan,"MA Chidambaram Stadium, Chepauk, Chennai",20.0,20.0
Shakib Al Hasan,Maharashtra Cricket Association Stadium,20.25,20.25
Shakib Al Hasan,Punjab Cricket Association IS Bindra Stadium,18.0,18.0
Shakib Al Hasan,"Punjab Cricket Association IS Bindra Stadium, Mohali",11.5,11.5
Shakib Al Hasan,Rajiv Gandhi International Stadium,35.416666666666664,35.416666666666664
Shakib Al Hasan,"Rajiv Gandhi International Stadium, Uppal",32.5,32.5
Shakib Al Hasan,"Sardar Patel Stadium, Motera",33.0,33.0
Shakib Al Hasan,Sawai Mansingh Stadium,22.0,22.0
Shakib Al Hasan,Sharjah Cricket Stadium,13.2,13.2
Shakib Al Hasan,Sheikh Zayed Stadium,29.25,29.25
Shakib Al Hasan,Subrata Roy Sahara Stadium,41.75,41.75
Shakib Al Hasan,Wankhede Stadium,28.357142857142858,28.357142857142858
Shashank Singh,"Barsapara Cricket Stadium, Guwahati",0.0,0.0
Shashank Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",13.0,13.0
Shashank Singh,"Brabourne Stadium, Mumbai",9.5,9.5
Shashank Singh,"Eden Gardens, Kolkata",132.0,132.0
Shashank Singh,"Himachal Pradesh Cricket Association Stadium, Dharamsala",58.0,58.0
Shashank Singh,"M Chinnaswamy Stadium, Bengaluru",37.0,37.0
Shashank Singh,"MA Chidambaram Stadium, Chepauk, Chennai",39.0,39.0
Shashank Singh,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",34.4,34.4
Shashank Singh,"Maharashtra Cricket Association Stadium, Pune",11.333333333333334,11.333333333333334
Shashank Singh,"Narendra Modi Stadium, Ahmedabad",117.0,117.0
Shashank Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",16.0,16.0
Shashank Singh,"Wankhede Stadium, Mumbai",32.5,32.5
Sherfane Rutherford,Arun Jaitley Stadium,19.166666666666668,19.166666666666668
Sherfane Rutherford,"Dr DY Patil Sports Academy, Mumbai",42.0,42.0
Sherfane Rutherford,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10.0,10.0
Sherfane Rutherford,MA Chidambaram Stadium,1.0,1.0
Sherfane Rutherford,Sawai Mansingh Stadium,8.0,8.0
Sherfane Rutherford,"Wankhede Stadium, Mumbai",5.0,5.0
Shimron Hetmyer,"Barsapara Cricket Stadium, Guwahati",66.5,66.5
Shimron Hetmyer,"Brabourne Stadium, Mumbai",30.0,30.0
Shimron Hetmyer,"Dr DY Patil Sports Academy, Mumbai",40.666666666666664,40.666666666666664
Shimron Hetmyer,Dubai International Cricket Stadium,28.22222222222222,28.22222222222222
Shimron Hetmyer,"Eden Gardens, Kolkata",2.0,2.0
Shimron Hetmyer,"Himachal Pradesh Cricket Association Stadium, Dharamsala",84.0,84.0
Shimron Hetmyer,"M Chinnaswamy Stadium, Bengaluru",3.0,3.0
Shimron Hetmyer,M.Chinnaswamy Stadium,72.0,72.0
Shimron Hetmyer,MA Chidambaram Stadium,0.0,0.0
Shimron Hetmyer,"MA Chidambaram Stadium, Chepauk, Chennai",20.25,20.25
Shimron Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",53.0,53.0
Shimron Hetmyer,"Maharashtra Cricket Association Stadium, Pune",32.5,32.5
Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",42.285714285714285,42.285714285714285
Shimron Hetmyer,Rajiv Gandhi International Stadium,15.0,15.0
Shimron Hetmyer,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",27.5,27.5
Shimron Hetmyer,Sawai Mansingh Stadium,1.0,1.0
Shimron Hetmyer,"Sawai Mansingh Stadium, Jaipur",18.0,18.0
Shimron Hetmyer,Sharjah Cricket Stadium,30.4,30.4
Shimron Hetmyer,Sheikh Zayed Stadium,39.0,39.0
Shimron Hetmyer,"Wankhede Stadium, Mumbai",50.333333333333336,50.333333333333336
Shimron Hetmyer,"Zayed Cricket Stadium, Abu Dhabi",52.0,52.0
Shivam Dube,Arun Jaitley Stadium,20.5,20.5
Shivam Dube,"Arun Jaitley Stadium, Delhi",33.666666666666664,33.666666666666664
Shivam Dube,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,3.0
Shivam Dube,"Brabourne Stadium, Mumbai",62.0,62.0
Shivam Dube,"Dr DY Patil Sports Academy, Mumbai",63.25,63.25
Shivam Dube,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",22.0,22.0
Shivam Dube,Dubai International Cricket Stadium,33.125,33.125
Shivam Dube,"Eden Gardens, Kolkata",96.0,96.0
Shivam Dube,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0.0,0.0
Shivam Dube,"M Chinnaswamy Stadium, Bengaluru",52.5,52.5
Shivam Dube,M.Chinnaswamy Stadium,15.0,15.0
Shivam Dube,MA Chidambaram Stadium,5.0,5.0
Shivam Dube,"MA Chidambaram Stadium, Chepauk, Chennai",49.666666666666664,49.666666666666664
Shivam Dube,"Maharashtra Cricket Association Stadium, Pune",27.0,27.0
Shivam Dube,"Narendra Modi Stadium, Ahmedabad",36.0,36.0
Shivam Dube,Rajiv Gandhi International Stadium,9.0,9.0
Shivam Dube,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",81.0,81.0
Shivam Dube,"Sawai Mansingh Stadium, Jaipur",92.0,92.0
Shivam Dube,Sharjah Cricket Stadium,15.75,15.75
Shivam Dube,Sheikh Zayed Stadium,10.2,10.2
Shivam Dube,"Wankhede Stadium, Mumbai",26.857142857142858,26.857142857142858
Shivam Dube,"Zayed Cricket Stadium, Abu Dhabi",112.0,112.0
Shivam Mavi,Arun Jaitley Stadium,26.0,26.0
Shivam Mavi,"Brabourne Stadium, Mumbai",16.5,16.5
Shivam Mavi,"Dr DY Patil Sports Academy, Mumbai",16.5,16.5
Shivam Mavi,Dubai International Cricket Stadium,50.5,50.5
Shivam Mavi,Eden Gardens,16.0,16.0
Shivam Mavi,M.Chinnaswamy Stadium,6.0,6.0
Shivam Mavi,"Maharashtra Cricket Association Stadium, Pune",15.0,15.0
Shivam Mavi,"Narendra Modi Stadium, Ahmedabad",19.5,19.5
Shivam Mavi,Sawai Mansingh Stadium,59.0,59.0
Shivam Mavi,Sharjah Cricket Stadium,36.4,36.4
Shivam Mavi,Sheikh Zayed Stadium,23.571428571428573,23.571428571428573
Shivam Mavi,"Wankhede Stadium, Mumbai",24.0,24.0
Shivam Sharma,Feroz Shah Kotla,5.0,5.0
Shivam Sharma,M Chinnaswamy Stadium,36.0,36.0
Shivam Sharma,"Punjab Cricket Association Stadium, Mohali",3.5,3.5
Shivam Sharma,"Rajiv Gandhi International Stadium, Uppal",36.0,36.0
Shivam Sharma,"Sardar Patel Stadium, Motera",22.0,22.0
Shivam Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,2.0
Shoaib Ahmed,Buffalo Park,15.0,15.0
Shoaib Ahmed,De Beers Diamond Oval,55.0,55.0
Shoaib Ahmed,Kingsmead,-1.0,-1.0
Shoaib Ahmed,St George's Park,3.0,3.0
Shoaib Ahmed,SuperSport Park,23.333333333333332,23.333333333333332
Shoaib Akhtar,Eden Gardens,66.5,66.5
Shoaib Akhtar,Wankhede Stadium,12.5,12.5
Shoaib Malik,Dr DY Patil Sports Academy,29.0,29.0
Shoaib Malik,Feroz Shah Kotla,2.0,2.0
Shoaib Malik,"MA Chidambaram Stadium, Chepauk",-1.0,-1.0
Shoaib Malik,"Punjab Cricket Association Stadium, Mohali",32.0,32.0
Shreyas Gopal,Arun Jaitley Stadium,34.666666666666664,34.666666666666664
Shreyas Gopal,"Brabourne Stadium, Mumbai",22.5,22.5
Shreyas Gopal,Dubai International Cricket Stadium,16.333333333333332,16.333333333333332
Shreyas Gopal,Eden Gardens,32.666666666666664,32.666666666666664
Shreyas Gopal,Holkar Cricket Stadium,20.5,20.5
Shreyas Gopal,M.Chinnaswamy Stadium,69.5,69.5
Shreyas Gopal,MA Chidambaram Stadium,2.5,2.5
Shreyas Gopal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",20.0,20.0
Shreyas Gopal,Maharashtra Cricket Association Stadium,51.5,51.5
Shreyas Gopal,Punjab Cricket Association IS Bindra Stadium,2.0,2.0
Shreyas Gopal,"Punjab Cricket Association Stadium, Mohali",59.0,59.0
Shreyas Gopal,Rajiv Gandhi International Stadium,41.0,41.0
Shreyas Gopal,"Sardar Patel Stadium, Motera",29.0,29.0
Shreyas Gopal,Sawai Mansingh Stadium,40.46153846153846,40.46153846153846
Shreyas Gopal,Sharjah Cricket Stadium,6.166666666666667,6.166666666666667
Shreyas Gopal,Sheikh Zayed Stadium,32.5,32.5
Shreyas Gopal,Wankhede Stadium,14.75,14.75
Shreyas Gopal,"Wankhede Stadium, Mumbai",14.2,14.2
Shreyas Iyer,Arun Jaitley Stadium,58.857142857142854,58.857142857142854
Shreyas Iyer,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",35.0,35.0
Shreyas Iyer,Brabourne Stadium,17.0,17.0
Shreyas Iyer,"Brabourne Stadium, Mumbai",95.66666666666667,95.66666666666667
Shreyas Iyer,"Dr DY Patil Sports Academy, Mumbai",36.25,36.25
Shreyas Iyer,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,37.75,37.75
Shreyas Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",30.0,30.0
Shreyas Iyer,Dubai International Cricket Stadium,37.69230769230769,37.69230769230769
Shreyas Iyer,Eden Gardens,31.8,31.8
Shreyas Iyer,"Eden Gardens, Kolkata",42.714285714285715,42.714285714285715
Shreyas Iyer,Feroz Shah Kotla,41.53333333333333,41.53333333333333
Shreyas Iyer,Green Park,180.0,180.0
Shreyas Iyer,M Chinnaswamy Stadium,15.0,15.0
Shreyas Iyer,"M Chinnaswamy Stadium, Bengaluru",63.0,63.0
Shreyas Iyer,M.Chinnaswamy Stadium,106.5,106.5
Shreyas Iyer,MA Chidambaram Stadium,70.0,70.0
Shreyas Iyer,"MA Chidambaram Stadium, Chepauk",11.0,11.0
Shreyas Iyer,"MA Chidambaram Stadium, Chepauk, Chennai",30.0,30.0
Shreyas Iyer,Maharashtra Cricket Association Stadium,13.5,13.5
Shreyas Iyer,"Maharashtra Cricket Association Stadium, Pune",17.0,17.0
Shreyas Iyer,"Narendra Modi Stadium, Ahmedabad",110.0,110.0
Shreyas Iyer,Punjab Cricket Association IS Bindra Stadium,34.5,34.5
Shreyas Iyer,"Punjab Cricket Association IS Bindra Stadium, Mohali",10.0,10.0
Shreyas Iyer,Rajiv Gandhi International Stadium,70.5,70.5
Shreyas Iyer,"Rajiv Gandhi International Stadium, Uppal",90.0,90.0
Shreyas Iyer,Sawai Mansingh Stadium,4.0,4.0
Shreyas Iyer,Shaheed Veer Narayan Singh International Stadium,62.0,62.0
Shreyas Iyer,Sharjah Cricket Stadium,54.166666666666664,54.166666666666664
Shreyas Iyer,Sheikh Zayed Stadium,38.8,38.8
Shreyas Iyer,Wankhede Stadium,30.0,30.0
Shreyas Iyer,"Wankhede Stadium, Mumbai",34.333333333333336,34.333333333333336
Shreyas Iyer,"Zayed Cricket Stadium, Abu Dhabi",63.0,63.0
Shubman Gill,Arun Jaitley Stadium,31.5,31.5
Shubman Gill,"Arun Jaitley Stadium, Delhi",18.0,18.0
Shubman Gill,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",13.5,13.5
Shubman Gill,"Brabourne Stadium, Mumbai",102.33333333333333,102.33333333333333
Shubman Gill,"Dr DY Patil Sports Academy, Mumbai",15.0,15.0
Shubman Gill,Dubai International Cricket Stadium,64.33333333333333,64.33333333333333
Shubman Gill,Eden Gardens,46.916666666666664,46.916666666666664
Shubman Gill,"Eden Gardens, Kolkata",75.0,75.0
Shubman Gill,Holkar Cricket Stadium,28.0,28.0
Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",95.0,95.0
Shubman Gill,M.Chinnaswamy Stadium,6.0,6.0
Shubman Gill,MA Chidambaram Stadium,9.0,9.0
Shubman Gill,"MA Chidambaram Stadium, Chepauk, Chennai",42.2,42.2
Shubman Gill,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",59.0,59.0
Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",81.0,81.0
Shubman Gill,"Narendra Modi Stadium, Ahmedabad",90.16666666666667,90.16666666666667
Shubman Gill,Punjab Cricket Association IS Bindra Stadium,105.0,105.0
Shubman Gill,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",109.0,109.0
Shubman Gill,Rajiv Gandhi International Stadium,3.0,3.0
Shubman Gill,Sawai Mansingh Stadium,6.0,6.0
Shubman Gill,"Sawai Mansingh Stadium, Jaipur",90.0,90.0
Shubman Gill,Sharjah Cricket Stadium,64.85714285714286,64.85714285714286
Shubman Gill,Sheikh Zayed Stadium,41.0,41.0
Shubman Gill,Wankhede Stadium,10.0,10.0
Shubman Gill,"Wankhede Stadium, Mumbai",12.0,12.0
Shubman Gill,"Zayed Cricket Stadium, Abu Dhabi",40.666666666666664,40.666666666666664
Sikandar Raza,"Arun Jaitley Stadium, Delhi",13.0,13.0
Sikandar Raza,"Barsapara Cricket Stadium, Guwahati",-0.5,-0.5
Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",61.0,61.0
Sikandar Raza,"MA Chidambaram Stadium, Chepauk, Chennai",23.0,23.0
Sikandar Raza,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",52.0,52.0
Sikandar Raza,"Narendra Modi Stadium, Ahmedabad",7.5,7.5
Sikandar Raza,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",28.25,28.25
Sikandar Raza,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5.0,5.0
Simarjeet Singh,"Brabourne Stadium, Mumbai",18.0,18.0
Simarjeet Singh,"Dr DY Patil Sports Academy, Mumbai",65.0,65.0
Simarjeet Singh,"Himachal Pradesh Cricket Association Stadium, Dharamsala",64.0,64.0
Simarjeet Singh,"M Chinnaswamy Stadium, Bengaluru",-6.0,-6.0
Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",94.0,94.0
Simarjeet Singh,"Maharashtra Cricket Association Stadium, Pune",2.0,2.0
Simarjeet Singh,"Narendra Modi Stadium, Ahmedabad",23.0,23.0
Simarjeet Singh,"Wankhede Stadium, Mumbai",18.333333333333332,18.333333333333332
Sohail Tanvir,Dr DY Patil Sports Academy,17.25,17.25
Sohail Tanvir,Eden Gardens,58.0,58.0
Sohail Tanvir,M Chinnaswamy Stadium,13.0,13.0
Sohail Tanvir,"MA Chidambaram Stadium, Chepauk",90.0,90.0
Sohail Tanvir,Sawai Mansingh Stadium,89.5,89.5
Sohail Tanvir,Wankhede Stadium,5.0,5.0
Spencer Johnson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",5.5,5.5
Spencer Johnson,"MA Chidambaram Stadium, Chepauk, Chennai",21.0,21.0
Spencer Johnson,"Narendra Modi Stadium, Ahmedabad",25.666666666666668,25.666666666666668
Spencer Johnson,"Sawai Mansingh Stadium, Jaipur",6.0,6.0
Sumit Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7.5,7.5
Sumit Kumar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",-1.0,-1.0
Sumit Kumar,"Narendra Modi Stadium, Ahmedabad",17.0,17.0
Sunil Narine,Arun Jaitley Stadium,25.5,25.5
Sunil Narine,"Arun Jaitley Stadium, Delhi",7.0,7.0
Sunil Narine,Barabati Stadium,53.666666666666664,53.666666666666664
Sunil Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",98.0,98.0
Sunil Narine,"Brabourne Stadium, Mumbai",31.8,31.8
Sunil Narine,"Dr DY Patil Sports Academy, Mumbai",17.875,17.875
Sunil Narine,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8.0,8.0
Sunil Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",101.5,101.5
Sunil Narine,Dubai International Cricket Stadium,19.916666666666668,19.916666666666668
Sunil Narine,Eden Gardens,41.984848484848484,41.984848484848484
Sunil Narine,"Eden Gardens, Kolkata",34.61538461538461,34.61538461538461
Sunil Narine,Feroz Shah Kotla,37.111111111111114,37.111111111111114
Sunil Narine,Green Park,31.0,31.0
Sunil Narine,Holkar Cricket Stadium,88.0,88.0
Sunil Narine,JSCA International Stadium Complex,36.5,36.5
Sunil Narine,M Chinnaswamy Stadium,27.3,27.3
Sunil Narine,"M Chinnaswamy Stadium, Bengaluru",39.666666666666664,39.666666666666664
Sunil Narine,M.Chinnaswamy Stadium,27.0,27.0
Sunil Narine,MA Chidambaram Stadium,32.25,32.25
Sunil Narine,"MA Chidambaram Stadium, Chepauk",32.666666666666664,32.666666666666664
Sunil Narine,"MA Chidambaram Stadium, Chepauk, Chennai",40.0,40.0
Sunil Narine,Maharashtra Cricket Association Stadium,32.75,32.75
Sunil Narine,"Maharashtra Cricket Association Stadium, Pune",24.4,24.4
Sunil Narine,"Narendra Modi Stadium, Ahmedabad",31.375,31.375
Sunil Narine,Punjab Cricket Association IS Bindra Stadium,31.0,31.0
Sunil Narine,"Punjab Cricket Association IS Bindra Stadium, Mohali",44.0,44.0
Sunil Narine,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",23.0,23.0
Sunil Narine,"Punjab Cricket Association Stadium, Mohali",51.666666666666664,51.666666666666664
Sunil Narine,Rajiv Gandhi International Stadium,38.75,38.75
Sunil Narine,"Rajiv Gandhi International Stadium, Uppal",16.666666666666668,16.666666666666668
Sunil Narine,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,1.0
Sunil Narine,"Sardar Patel Stadium, Motera",59.0,59.0
Sunil Narine,Saurashtra Cricket Association Stadium,7.0,7.0
Sunil Narine,Sawai Mansingh Stadium,30.25,30.25
Sunil Narine,Shaheed Veer Narayan Singh International Stadium,20.0,20.0
Sunil Narine,Sharjah Cricket Stadium,33.916666666666664,33.916666666666664
Sunil Narine,Sheikh Zayed Stadium,39.5,39.5
Sunil Narine,Subrata Roy Sahara Stadium,59.0,59.0
Sunil Narine,Wankhede Stadium,35.81818181818182,35.81818181818182
Sunil Narine,"Wankhede Stadium, Mumbai",22.153846153846153,22.153846153846153
Sunil Narine,"Zayed Cricket Stadium, Abu Dhabi",34.25,34.25
Sunny Gupta,"MA Chidambaram Stadium, Chepauk",-3.0,-3.0
Sunny Singh,Dr DY Patil Sports Academy,24.0,24.0
Sunny Singh,Feroz Shah Kotla,2.0,2.0
Sunny Singh,M Chinnaswamy Stadium,4.0,4.0
Sunny Singh,"Punjab Cricket Association Stadium, Mohali",21.5,21.5
Suryakumar Yadav,Arun Jaitley Stadium,30.0,30.0
Suryakumar Yadav,"Arun Jaitley Stadium, Delhi",20.75,20.75
Suryakumar Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",11.5,11.5
Suryakumar Yadav,Brabourne Stadium,-2.0,-2.0
Suryakumar Yadav,"Brabourne Stadium, Mumbai",36.0,36.0
Suryakumar Yadav,"Dr DY Patil Sports Academy, Mumbai",72.5,72.5
Suryakumar Yadav,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,2.0
Suryakumar Yadav,Dubai International Cricket Stadium,20.375,20.375
Suryakumar Yadav,Eden Gardens,23.555555555555557,23.555555555555557
Suryakumar Yadav,"Eden Gardens, Kolkata",15.0,15.0
Suryakumar Yadav,Feroz Shah Kotla,22.2,22.2
Suryakumar Yadav,Green Park,27.0,27.0
Suryakumar Yadav,Holkar Cricket Stadium,107.0,107.0
Suryakumar Yadav,JSCA International Stadium Complex,8.0,8.0
Suryakumar Yadav,M Chinnaswamy Stadium,17.5,17.5
Suryakumar Yadav,"M Chinnaswamy Stadium, Bengaluru",19.0,19.0
Suryakumar Yadav,M.Chinnaswamy Stadium,40.5,40.5
Suryakumar Yadav,MA Chidambaram Stadium,119.0,119.0
Suryakumar Yadav,"MA Chidambaram Stadium, Chepauk",20.0,20.0
Suryakumar Yadav,"MA Chidambaram Stadium, Chepauk, Chennai",53.57142857142857,53.57142857142857
Suryakumar Yadav,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",136.0,136.0
Suryakumar Yadav,Maharashtra Cricket Association Stadium,73.66666666666667,73.66666666666667
Suryakumar Yadav,"Maharashtra Cricket Association Stadium, Pune",99.66666666666667,99.66666666666667
Suryakumar Yadav,"Narendra Modi Stadium, Ahmedabad",75.0,75.0
Suryakumar Yadav,Punjab Cricket Association IS Bindra Stadium,19.0,19.0
Suryakumar Yadav,"Punjab Cricket Association IS Bindra Stadium, Mohali",19.0,19.0
Suryakumar Yadav,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",118.0,118.0
Suryakumar Yadav,Rajiv Gandhi International Stadium,25.333333333333332,25.333333333333332
Suryakumar Yadav,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13.0,13.0
Suryakumar Yadav,"Sardar Patel Stadium, Motera",9.0,9.0
Suryakumar Yadav,Sawai Mansingh Stadium,85.0,85.0
Suryakumar Yadav,"Sawai Mansingh Stadium, Jaipur",18.0,18.0
Suryakumar Yadav,Sharjah Cricket Stadium,46.2,46.2
Suryakumar Yadav,Sheikh Zayed Stadium,65.9090909090909,65.9090909090909
Suryakumar Yadav,Wankhede Stadium,47.94444444444444,47.94444444444444
Suryakumar Yadav,"Wankhede Stadium, Mumbai",79.57142857142857,79.57142857142857
Suryakumar Yadav,"Zayed Cricket Stadium, Abu Dhabi",55.666666666666664,55.666666666666664
Suyash Sharma,"Eden Gardens, Kolkata",19.11111111111111,19.11111111111111
Suyash Sharma,"M Chinnaswamy Stadium, Bengaluru",84.0,84.0
Suyash Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",6.0,6.0
Suyash Sharma,"Narendra Modi Stadium, Ahmedabad",31.0,31.0
Suyash Sharma,"Wankhede Stadium, Mumbai",63.0,63.0
Swapnil Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",-1.0,-1.0
Swapnil Singh,Eden Gardens,1.5,1.5
Swapnil Singh,"Himachal Pradesh Cricket Association Stadium, Dharamsala",29.0,29.0
Swapnil Singh,Holkar Cricket Stadium,13.5,13.5
Swapnil Singh,"M Chinnaswamy Stadium, Bengaluru",14.0,14.0
Swapnil Singh,Maharashtra Cricket Association Stadium,6.5,6.5
Swapnil Singh,"Narendra Modi Stadium, Ahmedabad",10.4,10.4
Swapnil Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2.0,2.0
Swapnil Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",34.5,34.5
T Banton,Sharjah Cricket Stadium,8.0,8.0
T Banton,Sheikh Zayed Stadium,20.0,20.0
T Henderson,Kingsmead,4.5,4.5
T Henderson,Newlands,25.5,25.5
T Kohler-Cadmore,"Barsapara Cricket Stadium, Guwahati",32.0,32.0
